cleanup_name,location_address,city_name,state_code,postal_code,county_name,epa_id,brownfields_link_csv,rcra_csv,superfund_link_csv,echo_link_csv,response_link_csv,re_powering_csv,frs_link_csv,map_site_csv,geoid,tract_latitude,tract_longitude,lat,lon,frs
215 HAMPTON STREET,215 HAMPTON STREET,ROCK HILL,SC,29730,,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:242878",,,,,,,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.92351 -81.027045,45091060501,+34.9325443,-081.0382008,34.92407,-81.02745,
219 HAMPTON STREET,219 HAMPTON STREET,ROCK HILL,SC,29730,,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:242877",,,,,,,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.923733 -81.027722,45091060501,+34.9325443,-081.0382008,34.924023,-81.0275,
2222 MAIN STREET,2222 MAIN STREET,COLUMBIA,SC,29201,RICHLAND COUNTY,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:217661",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070247875,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.014845 -81.039575,45079000700,+34.0177977,-081.0406649,34.014896,-81.03959,110070247875
"2428,-2434 MAIN STREET AND 1204 CONFEDERATE AVE","2428, 2430, AND 2434 MAIN STREET, AND 1204",COLUMBIA,SC,29201,RICHLAND COUNTY,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:184521",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070247854,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.018616 -81.040968,45079000700,+34.0177977,-081.0406649,34.0186592,-81.04090331,110070247854
2510 NORTH MAIN STREET,2510 NORTH MAIN STREET,COLUMBIA,SC,29201,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:116341",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32108,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110041720359,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.018982 -81.041442,45079000700,+34.0177977,-081.0406649,34.019928,-81.04181,110041720359
2547 DECKER BOULEVARD FORMER OLIVE GARDEN,2547 DECKER BOULEVARD,COLUMBIA,SC,29206,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:122904",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32206,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043083230,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.05926 -80.95094,45079011301,+34.0374796,-080.9464728,34.05987,-80.95125,110043083230
2628 DECKER BOULEVARD,2628 DECKER BOULEVARD,COLUMBIA,SC,29223,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:126102",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32343,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043425567,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.06059 -80.95182,45079011304,+34.0638032,-080.9420083,34.056816,-80.94943,110043425567
2701 DECKER BOULEVARD FORMER RED LOBSTER,2701 DECKER BOULEVARD,COLUMBIA,SC,29206,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:122901",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32204,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043083212,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.061792 -80.953117,45079011301,+34.0374796,-080.9464728,34.06268,-80.954216,110043083212
312 2ND AVENUE AND 301 5TH STREET,312 2ND AVENUE,EASLEY,SC,29641,,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:248391",,,,,,,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.826296 -82.60891,45077010803,+34.8134035,-082.6260189,34.82599971,-82.60944247,
312 N IRBY STREET,312 N IRBY STREET,FLORENCE,SC,29501,FLORENCE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:111096",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32010,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110040821439,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.200734 -79.768427,45041000900,+34.2077622,-079.7859632,34.20088694,-79.76854689,110040821439
320 SOUTH HUDSON STREET,320 SOUTH HUDSON STREET,GREENVILLE,SC,29601,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:146581",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32742,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110054365218,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.85044 -82.4097,45045000700,+34.8504139,-082.4126907,34.84994,-82.41004,110054365218
322 MEADOW ST.,322 MEADOW ST.,GREENVILLE,SC,29601,GREENVILLE COUNTY,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:199181",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070247851,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.85457 -82.41242,45045000700,+34.8504139,-082.4126907,34.854275,-82.41189,110070247851
331 SOUTH HUDSON STREET,331 SOUTH HUDSON STREET,GREENVILLE,SC,29602,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:62001",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30851,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038716413,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.84965 -82.41022,45045000700,+34.8504139,-082.4126907,34.85045262,-82.40957981,110038716413
342 S RON MCNAIR BLVD,342 S RON MCNAIR BLVD,LAKE CITY,SC,29560,FLORENCE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:241579",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070790093,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.865216 -79.762685,45041002201,+33.8669969,-079.7884800,33.8709,-79.76156,110070790093
40 RUTHERFORD STREET,40 RUTHERFORD STREET,GREENVILLE,SC,29602,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:62002",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30852,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038717065,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.8596 -82.4046,45045001000,+34.8606403,-082.4002483,34.85948,-82.404526,110038717065
4000 RIVER DRIVE,4000 RIVER DRIVE,COLUMBIA,SC,29203,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:126423",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32351,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043637552,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.02816 -81.06067,45079010502,+34.0302758,-081.0638159,34.027247,-81.062936,110043637552
410 W MAIN STREET,410 W MAIN STREET,LAKE CITY,SC,29560,FLORENCE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:241577",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070790091,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.878203 -79.768503,45041002201,+33.8669969,-079.7884800,33.87830477,-79.76871453,110070790091
4525 KING KENNEDY STREET,4525 KING KENNEDY STREET,CARLISLE,SC,29031,UNION,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:208141",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33606,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110067367174,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.59274 -81.46793,45087030600,+34.6087329,-081.4943191,34.593388,-81.46853,110067367174
46 LOIS AVENUE,46 LOIS AVENUE,GREENVILLE,SC,29611,GREENVILLE COUNTY,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:223621",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070247613,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.84887 -82.43076,45045000800,+34.8493143,-082.4271138,34.84872,-82.43068,110070247613
4821 VIRGINIA PROPERTY,4821 VIRGINIA AVENUE,NORTH CHARLESTON,SC,29405,CHARLESTON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:166702",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33100,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110056364713,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:32.88217 -79.97405,45019003400,+32.8958105,-079.9746618,32.882175,-79.97416,110056364713
500 VANBOKLEN STREET,500 VANBOKLEN STREET,EASTOVER,SC,29044,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:130182",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32395,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043637749,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.8826 -80.68791,45079012000,+33.9116689,-080.6752843,33.8833694,-80.687507,110043637749
502 JENKINS STREET,502 JENKINS STREET,GREENVILLE,SC,29602,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:235312",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070247628,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.83739 -82.41525,45045000500,+34.8376715,-082.4115284,34.837357,-82.41461,110070247628
5041 DURANT AVENUE,5041 DURANT AVENUE,NORTH CHARLESTON,SC,29405,CHARLESTON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:177201",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33353,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110063009275,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:32.88725 -79.97853,45019003400,+32.8958105,-079.9746618,32.88728,-79.97849,110063009275
5112 JULIUS DIXON LANE,5112 JULIUS DIXON LANE,COLUMBIA,SC,29203,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:98761",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:31827,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039059032,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.052426 -81.039297,45079010600,+34.0595573,-081.0263513,34.051903,-81.03937,110039059032
538 HIGHWAY 1,538 HIGHWAY 1,CHERAW,SC,29520,CHESTERFIELD,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:235292",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070164264,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.680536 -79.900411,45025950600,+34.5951251,-079.8967144,34.686348,-79.897964,110070164264
556 PERRY AVENUE,556 PERRY AVENUE,GREENVILLE,SC,29611,GREENVILLE COUNTY,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:223601",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070247612,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.84814 -82.42801,45045000800,+34.8493143,-082.4271138,34.848106,-82.42789,110070247612
601 CATAWBA STREET SITE,601 CATAWBA ST.,COLUMBIA,SC,29201,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:111156",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32030,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110040823124,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.986392 -81.036903,45079002800,+33.9821485,-081.0333383,33.986336,-81.0371,110040823124
622/624 GREEN AVENUE,622/624 GREEN AVENUE,GREENVILLE,SC,29601,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:111173",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32037,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110042301595,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.835453 -82.413339,45045000500,+34.8376715,-082.4115284,34.836044,-82.41291,110042301595
700 EAST STONE AVENUE,700 EAST STONE AVENUE,GREENVILLE,SC,29601,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:14782",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30424,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110061025215,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.857363 -82.385164,45045000100,+34.8566121,-082.3891798,34.85802,-82.38508,110061025215
700/706 GREEN AVENUE,700/706 GREEN AVENUE,GREENVILLE,SC,29601,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:14773",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30415,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039546792,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.835735 -82.413332,45045002108,+34.8289154,-082.4158114,34.832977,-82.414925,110039546792
711 W. WASHINGTON ST.,711 W. WASHINGTON ST.,GREENVILLE,SC,29611,GREENVILLE COUNTY,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:223581",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070247611,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.85492 -82.40907,45045002303,+34.8728159,-082.4105209,34.863455,-82.418341,110070247611
806 GREEN AVENUE PROPERTY,806 GREEN AVENUE,GREENVILLE,SC,29604,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:132024",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32432,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043638150,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.83344 -82.41399,45045002108,+34.8289154,-082.4158114,34.83357245,-82.41413371,110043638150
818 DIXIE AVENUE,818 DIXIE AVENUE,COLUMBIA,SC,29203,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:122761",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32203,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043083187,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.05164 -81.03984,45079010600,+34.0595573,-081.0263513,34.05171,-81.03946,110043083187
8547 W WASHINGTON ST,8547 W WASHINGTON ST,GREENVILLE,SC,29601,,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:242268",,,,,,,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.856695 -82.41382,45045000200,+34.8478319,-082.3974862,34.8507678,-82.3990726,
916-924 GERVAIS STREET PROPERTIES,"916, 920, 922, AND 924 GERVAIS STREET",COLUMBIA,SC,29201,RICHLAND COUNTY,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:124857",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32254,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110045012446,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.999948 -81.037417,45079001600,+34.0035118,-081.0483875,34.00068684,-81.0377382,110045012446
ADDITIONAL CSX RAIL LINE,UNKNOWN,GREENVILLE,SC,29601,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:14780",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30422,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039546881,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.84803 -82.400238,45045000700,+34.8504139,-082.4126907,34.8487299,-82.4040922,110039546881
ADEN BONDED WAREHOUSE,170 ARCH STREET,SPARTANBURG,SC,29303,SPARTANBURG,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:110083",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:31966,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110044215006,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.95615 -81.94646,45083020400,+34.9541386,-081.9489874,34.9549041,-81.9482149,110044215006
AIKEN HOSPITAL,828 RICHLAND AVENUE WEST,AIKEN,SC,29801,,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:244452",,,,,,,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.564368 -81.729212,45003021400,+33.5732059,-081.7228476,33.55737,-81.709076,
AIKEN LANDFILL,BEAUFORT STREET,AIKEN,SC,29801,AIKEN,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:241155",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070671423,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.565324 -81.698264,45003021601,+33.5657978,-081.6608854,33.572709,-81.7003272,110070671423
ALICIA AUTOMOTIVE COMPANY,8630 AUGUSTA RD,PELZER,SC,29669,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:22321",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30529,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110017115085,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.67245 -82.39877,45045003303,+34.6918423,-082.3925094,34.67275,-82.39861,110017115085
ALLEN'S GARAGE,SE CORNER BUFORD BRIDGE HWY & MAIN STREET,SYCAMORE,SC,29846,ALLENDALE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:182541",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33393,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110063699289,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.036265 -81.222037,45005970300,+33.0551986,-081.2151634,33.03601238,-81.22179058,110063699289
ALLENDALE COUNTY NURSING HOME,BELLS & BARNWELL RD,ALLENDALE,SC,29810,ALLENDALE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:240473",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070605142,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.02281 -81.31167,45005970200,+33.0356436,-081.4486751,33.02276,-81.31164,110070605142
AMERICAN HOUSE SPINNING,356 MAULDIN RD,CENTRAL,SC,29630,PICKENS,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:236783",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110002178688,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.720833 -82.793055,45077011101,+34.7346996,-082.8081851,34.717552,-82.78925,110002178688
AMERICAN THREAD,401 SOUTH MAIN STREET,CLOVER,SC,29710,YORK,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:241471",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070675674,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:35.10553 -81.23062,45091061801,+35.1252818,-081.2174193,35.11623,-81.22464,110070675674
AMTRAK STATION & CSX RIGHT-OF-WAY,4565 GAYNOR STREET,NORTH CHARLESTON,SC,29405,CHARLESTON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:150022",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32867,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110054625704,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:32.8761 -79.998157,45019003300,+32.8846062,-080.0074054,32.873615,-79.996704,110054625704
ANDERSON MILL,100 RIVER ST W,ANDERSON,SC,29624,ANDERSON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:14575",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30362,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039556539,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.52297 -82.49358,45007012300,+34.5134656,-082.6052554,34.50038014,-82.64951876,110039556539
ANDERSON MILL SITE - RAILROAD CIRCLE,1322 GLENN STREET AND 354 RAILROAD CIRCLE,ANDERSON,SC,29624,,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:244769",,,,,,,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.50612 -82.655279,45007000700,+34.4939131,-082.6616905,34.505985,-82.65502,
ANDERSON UNIVERSITY,821 WILLIAMSTON ROAD,ANDERSON,SC,29621,ANDERSON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:218861",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33715,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110069442482,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.503569 -82.614973,45007012300,+34.5134656,-082.6052554,34.50635,-82.62266,110069442482
ARG PROPERTIES,45 EAST MAIN STREET,GREENVILLE,SC,29611,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:222561",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33761,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070004514,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.851836 -82.424041,45045000800,+34.8493143,-082.4271138,34.851727,-82.42368,110070004514
